0xffffff80086e1f7c: sub	sp, sp, #0xd0
0xffffff80086e4970: stp	x22, x21, [sp, #-0x30]!
0xffffff80086e4974: stp	x20, x19, [sp, #0x10]
0xffffff80086e4978: stp	x29, x30, [sp, #0x20]
0xffffff80086e497c: ldr	x20, [x0, #0xa0]
0xffffff80086e4980: mov	x19, x2
0xffffff80086e4984: add	x29, sp, #0x20
0xffffff80086e4988: cbz	x20, #0xffffff80086e4a04
0xffffff80086e498c: ldr	x3, [x20, #0x110]
0xffffff80086e4990: adrp	x2, #0xffffff8008fcf000
0xffffff80086e4994: add	x2, x2, #0x68a
0xffffff80086e4998: mov	w1, #0x1000
0xffffff80086e499c: mov	x0, x19
0xffffff80086e49a0: mov	w21, #0x1000
0xffffff80086e49a4: bl	#0xffffff80083b2570
0xffffff80086e49a8: ldr	x3, [x20, #0x118]
0xffffff80086e49ac: sxtw	x22, w0
0xffffff80086e49b0: adrp	x2, #0xffffff8008fcf000
0xffffff80086e49b4: add	x0, x19, x22
0xffffff80086e49b8: sub	x1, x21, x22
0xffffff80086e49bc: add	x2, x2, #0x6ac
0xffffff80086e49c0: bl	#0xffffff80083b2570
0xffffff80086e49c4: ldr	x3, [x20, #0x120]
0xffffff80086e49c8: add	x22, x22, w0, sxtw
0xffffff80086e49cc: adrp	x2, #0xffffff8008fcf000
0xffffff80086e49d0: add	x0, x19, x22
0xffffff80086e49d4: sub	x1, x21, x22
0xffffff80086e49d8: add	x2, x2, #0x6ce
0xffffff80086e49dc: bl	#0xffffff80083b2570
0xffffff80086e49e0: ldr	x3, [x20, #0x1820]
0xffffff80086e49e4: add	x20, x22, w0, sxtw
0xffffff80086e49e8: adrp	x2, #0xffffff8008fcf000
0xffffff80086e49ec: add	x0, x19, x20
0xffffff80086e49f0: sub	x1, x21, x20
0xffffff80086e49f4: add	x2, x2, #0x6f0
0xffffff80086e49f8: bl	#0xffffff80083b2570
0xffffff80086e49fc: add	x0, x20, w0, sxtw
0xffffff80086e4a00: b	#0xffffff80086e4a08
0xffffff80086e4a04: mov	x0, #-0x13
0xffffff80086e4a08: ldp	x29, x30, [sp, #0x20]
0xffffff80086e4a0c: ldp	x20, x19, [sp, #0x10]
0xffffff80086e4a10: ldp	x22, x21, [sp], #0x30
0xffffff80086e4a14: ret	
0xffffff80086e4a18: sub	sp, sp, #0x50
0xffffff80086e4a1c: adrp	x8, #0xffffff80096d3000
0xffffff80086e4a20: ldr	x8, [x8, #0xa48]
0xffffff80086e4a24: stp	x22, x21, [sp, #0x20]
0xffffff80086e4a28: stp	x20, x19, [sp, #0x30]
0xffffff80086e4a2c: stp	x29, x30, [sp, #0x40]
0xffffff80086e4a30: mov	x21, x0
0xffffff80086e4a34: str	x8, [sp, #0x18]
0xffffff80086e4a38: ldr	x20, [x21, #0xa0]
0xffffff80086e4a3c: mov	x19, x3
0xffffff80086e4a40: mov	x8, x2
0xffffff80086e4a44: add	x29, sp, #0x40
0xffffff80086e4a48: cbz	x20, #0xffffff80086e4a80
0xffffff80086e4a4c: mov	x9, sp
0xffffff80086e4a50: adrp	x1, #0xffffff8008fcf000
0xffffff80086e4a54: add	x3, x9, #8
0xffffff80086e4a58: add	x4, x9, #0x10
0xffffff80086e4a5c: add	x1, x1, #0x70e
0xffffff80086e4a60: mov	x2, sp
0xffffff80086e4a64: mov	x0, x8
0xffffff80086e4a68: bl	#0xffffff80083b34e8
0xffffff80086e4a6c: cmp	w0, #1
0xffffff80086e4a70: b.ne	#0xffffff80086e4a88
0xffffff80086e4a74: ldr	x8, [sp]
0xffffff80086e4a78: stp	x8, x8, [sp, #8]
0xffffff80086e4a7c: b	#0xffffff80086e4a98
0xffffff80086e4a80: mov	x19, #-0x13
0xffffff80086e4a84: b	#0xffffff80086e4b60
0xffffff80086e4a88: orr	w8, w0, #2
0xffffff80086e4a8c: cmp	w8, #3
0xffffff80086e4a90: b.ne	#0xffffff80086e4b4c
0xffffff80086e4a94: ldr	x8, [sp]
0xffffff80086e4a98: ldr	x10, [x20, #0x1820]
0xffffff80086e4a9c: and	x9, x8, x10
0xffffff80086e4aa0: cmp	x9, x8
0xffffff80086e4aa4: b.ne	#0xffffff80086e4b3c
0xffffff80086e4aa8: ldr	x11, [x20, #0x18d8]
0xffffff80086e4aac: and	x9, x8, x11
0xffffff80086e4ab0: cbz	x9, #0xffffff80086e4b3c
0xffffff80086e4ab4: ldr	x9, [sp, #8]
0xffffff80086e4ab8: and	x12, x9, x10
0xffffff80086e4abc: cmp	x12, x9
0xffffff80086e4ac0: b.ne	#0xffffff80086e4b3c
0xffffff80086e4ac4: and	x12, x9, x11
0xffffff80086e4ac8: cbz	x12, #0xffffff80086e4b3c
0xffffff80086e4acc: ldr	x12, [sp, #0x10]
0xffffff80086e4ad0: and	x10, x12, x10
0xffffff80086e4ad4: cmp	x10, x12
0xffffff80086e4ad8: b.ne	#0xffffff80086e4b3c
0xffffff80086e4adc: and	x10, x12, x11
0xffffff80086e4ae0: cbz	x10, #0xffffff80086e4b3c
0xffffff80086e4ae4: ldr	x10, [x20, #0x110]
0xffffff80086e4ae8: cmp	x10, x8
0xffffff80086e4aec: b.ne	#0xffffff80086e4b08
0xffffff80086e4af0: ldr	x8, [x20, #0x118]
0xffffff80086e4af4: cmp	x8, x9
0xffffff80086e4af8: b.ne	#0xffffff80086e4b08
0xffffff80086e4afc: ldr	x8, [x20, #0x120]
0xffffff80086e4b00: cmp	x8, x12
0xffffff80086e4b04: b.eq	#0xffffff80086e4b60
0xffffff80086e4b08: mov	w8, #0x1d70
0xffffff80086e4b0c: add	x21, x20, x8
0xffffff80086e4b10: mov	x0, x21
0xffffff80086e4b14: bl	#0xffffff8008cab270
0xffffff80086e4b18: ldp	x1, x2, [sp]
0xffffff80086e4b1c: ldr	x3, [sp, #0x10]
0xffffff80086e4b20: mov	x22, x0
0xffffff80086e4b24: mov	x0, x20
0xffffff80086e4b28: bl	#0xffffff80086fb074
0xffffff80086e4b2c: mov	x0, x21
0xffffff80086e4b30: mov	x1, x22
0xffffff80086e4b34: bl	#0xffffff8008cab44c
0xffffff80086e4b38: b	#0xffffff80086e4b60
0xffffff80086e4b3c: adrp	x1, #0xffffff8008fcf000
0xffffff80086e4b40: add	x1, x1, #0x71d
0xffffff80086e4b44: mov	x0, x21
0xffffff80086e4b48: b	#0xffffff80086e4b58
0xffffff80086e4b4c: ldr	x0, [x20, #0x20]
0xffffff80086e4b50: adrp	x1, #0xffffff8008fcf000
0xffffff80086e4b54: add	x1, x1, #0x747
0xffffff80086e4b58: bl	#0xffffff80084332ac
0xffffff80086e4b5c: mov	x19, #-0x16
0xffffff80086e4b60: adrp	x9, #0xffffff80096d3000
0xffffff80086e4b64: ldr	x8, [sp, #0x18]
0xffffff80086e4b68: ldr	x9, [x9, #0xa48]
0xffffff80086e4b6c: cmp	x9, x8
0xffffff80086e4b70: b.ne	#0xffffff80086e4b8c
0xffffff80086e4b74: mov	x0, x19
0xffffff80086e4b78: ldp	x29, x30, [sp, #0x40]
0xffffff80086e4b7c: ldp	x20, x19, [sp, #0x30]
0xffffff80086e4b80: ldp	x22, x21, [sp, #0x20]
0xffffff80086e4b84: add	sp, sp, #0x50
0xffffff80086e4b88: ret	
0xffffff80086e4b8c: bl	#0xffffff80080a3ba4
0xffffff80086e4b90: ldr	x8, [x0, #0xa0]
0xffffff80086e4b94: cbz	x8, #0xffffff80086e4bc8
0xffffff80086e4b98: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4b9c: ldr	x3, [x8, #0x680]
0xffffff80086e4ba0: adrp	x8, #0xffffff8008f28000
0xffffff80086e4ba4: add	x8, x8, #0x730
0xffffff80086e4ba8: mov	w1, #0x1000
0xffffff80086e4bac: mov	x0, x2
0xffffff80086e4bb0: mov	x2, x8
0xffffff80086e4bb4: mov	x29, sp
0xffffff80086e4bb8: bl	#0xffffff80083b2570
0xffffff80086e4bbc: sxtw	x0, w0
0xffffff80086e4bc0: ldp	x29, x30, [sp], #0x10
0xffffff80086e4bc4: ret	
0xffffff80086e4bc8: mov	x0, #-0x13
0xffffff80086e4bcc: ret	
0xffffff80086e4bd0: sub	sp, sp, #0x30
0xffffff80086e4bd4: adrp	x8, #0xffffff80096d3000
0xffffff80086e4bd8: ldr	x8, [x8, #0xa48]
0xffffff80086e4bdc: stp	x20, x19, [sp, #0x10]
0xffffff80086e4be0: stp	x29, x30, [sp, #0x20]
0xffffff80086e4be4: mov	x19, x3
0xffffff80086e4be8: str	x8, [sp, #8]
0xffffff80086e4bec: ldr	x20, [x0, #0xa0]
0xffffff80086e4bf0: mov	x8, x2
0xffffff80086e4bf4: add	x29, sp, #0x20
0xffffff80086e4bf8: cbz	x20, #0xffffff80086e4c18
0xffffff80086e4bfc: mov	x2, sp
0xffffff80086e4c00: mov	x0, x8
0xffffff80086e4c04: mov	w1, wzr
0xffffff80086e4c08: bl	#0xffffff80083c2698
0xffffff80086e4c0c: cbz	w0, #0xffffff80086e4c20
0xffffff80086e4c10: sxtw	x19, w0
0xffffff80086e4c14: b	#0xffffff80086e4c2c
0xffffff80086e4c18: mov	x19, #-0x13
0xffffff80086e4c1c: b	#0xffffff80086e4c2c
0xffffff80086e4c20: ldr	x1, [sp]
0xffffff80086e4c24: add	x0, x20, #0x678
0xffffff80086e4c28: bl	#0xffffff80086e89e8
0xffffff80086e4c2c: adrp	x9, #0xffffff80096d3000
0xffffff80086e4c30: ldr	x8, [sp, #8]
0xffffff80086e4c34: ldr	x9, [x9, #0xa48]
0xffffff80086e4c38: cmp	x9, x8
0xffffff80086e4c3c: b.ne	#0xffffff80086e4c54
0xffffff80086e4c40: mov	x0, x19
0xffffff80086e4c44: ldp	x29, x30, [sp, #0x20]
0xffffff80086e4c48: ldp	x20, x19, [sp, #0x10]
0xffffff80086e4c4c: add	sp, sp, #0x30
0xffffff80086e4c50: ret	
0xffffff80086e4c54: bl	#0xffffff80080a3ba4
0xffffff80086e4c58: ldr	x8, [x0, #0xa0]
0xffffff80086e4c5c: cbz	x8, #0xffffff80086e4c90
0xffffff80086e4c60: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4c64: ldr	x3, [x8, #0x688]
0xffffff80086e4c68: adrp	x8, #0xffffff8008f28000
0xffffff80086e4c6c: add	x8, x8, #0x730
0xffffff80086e4c70: mov	w1, #0x1000
0xffffff80086e4c74: mov	x0, x2
0xffffff80086e4c78: mov	x2, x8
0xffffff80086e4c7c: mov	x29, sp
0xffffff80086e4c80: bl	#0xffffff80083b2570
0xffffff80086e4c84: sxtw	x0, w0
0xffffff80086e4c88: ldp	x29, x30, [sp], #0x10
0xffffff80086e4c8c: ret	
0xffffff80086e4c90: mov	x0, #-0x13
0xffffff80086e4c94: ret	
0xffffff80086e4c98: sub	sp, sp, #0x30
0xffffff80086e4c9c: adrp	x8, #0xffffff80096d3000
0xffffff80086e4ca0: ldr	x8, [x8, #0xa48]
0xffffff80086e4ca4: stp	x20, x19, [sp, #0x10]
0xffffff80086e4ca8: stp	x29, x30, [sp, #0x20]
0xffffff80086e4cac: mov	x19, x3
0xffffff80086e4cb0: str	x8, [sp, #8]
0xffffff80086e4cb4: ldr	x20, [x0, #0xa0]
0xffffff80086e4cb8: mov	x8, x2
0xffffff80086e4cbc: add	x29, sp, #0x20
0xffffff80086e4cc0: cbz	x20, #0xffffff80086e4ce0
0xffffff80086e4cc4: mov	x2, sp
0xffffff80086e4cc8: mov	x0, x8
0xffffff80086e4ccc: mov	w1, wzr
0xffffff80086e4cd0: bl	#0xffffff80083c2698
0xffffff80086e4cd4: cbz	w0, #0xffffff80086e4ce8
0xffffff80086e4cd8: mov	x19, #-0x16
0xffffff80086e4cdc: b	#0xffffff80086e4cf4
0xffffff80086e4ce0: mov	x19, #-0x13
0xffffff80086e4ce4: b	#0xffffff80086e4cf4
0xffffff80086e4ce8: ldr	x1, [sp]
0xffffff80086e4cec: add	x0, x20, #0x678
0xffffff80086e4cf0: bl	#0xffffff80086e8b38
0xffffff80086e4cf4: adrp	x9, #0xffffff80096d3000
0xffffff80086e4cf8: ldr	x8, [sp, #8]
0xffffff80086e4cfc: ldr	x9, [x9, #0xa48]
0xffffff80086e4d00: cmp	x9, x8
0xffffff80086e4d04: b.ne	#0xffffff80086e4d1c
0xffffff80086e4d08: mov	x0, x19
0xffffff80086e4d0c: ldp	x29, x30, [sp, #0x20]
0xffffff80086e4d10: ldp	x20, x19, [sp, #0x10]
0xffffff80086e4d14: add	sp, sp, #0x30
0xffffff80086e4d18: ret	
0xffffff80086e4d1c: bl	#0xffffff80080a3ba4
0xffffff80086e4d20: ldr	x8, [x0, #0xa0]
0xffffff80086e4d24: cbz	x8, #0xffffff80086e4d58
0xffffff80086e4d28: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4d2c: ldr	x3, [x8, #0x708]
0xffffff80086e4d30: adrp	x8, #0xffffff8008f28000
0xffffff80086e4d34: add	x8, x8, #0x730
0xffffff80086e4d38: mov	w1, #0x1000
0xffffff80086e4d3c: mov	x0, x2
0xffffff80086e4d40: mov	x2, x8
0xffffff80086e4d44: mov	x29, sp
0xffffff80086e4d48: bl	#0xffffff80083b2570
0xffffff80086e4d4c: sxtw	x0, w0
0xffffff80086e4d50: ldp	x29, x30, [sp], #0x10
0xffffff80086e4d54: ret	
0xffffff80086e4d58: mov	x0, #-0x13
0xffffff80086e4d5c: ret	
0xffffff80086e4d60: sub	sp, sp, #0x30
0xffffff80086e4d64: adrp	x8, #0xffffff80096d3000
0xffffff80086e4d68: ldr	x8, [x8, #0xa48]
0xffffff80086e4d6c: stp	x20, x19, [sp, #0x10]
0xffffff80086e4d70: stp	x29, x30, [sp, #0x20]
0xffffff80086e4d74: mov	x19, x3
0xffffff80086e4d78: str	x8, [sp, #8]
0xffffff80086e4d7c: ldr	x20, [x0, #0xa0]
0xffffff80086e4d80: mov	x8, x2
0xffffff80086e4d84: add	x29, sp, #0x20
0xffffff80086e4d88: cbz	x20, #0xffffff80086e4da8
0xffffff80086e4d8c: mov	x2, sp
0xffffff80086e4d90: mov	x0, x8
0xffffff80086e4d94: mov	w1, wzr
0xffffff80086e4d98: bl	#0xffffff80083c2698
0xffffff80086e4d9c: cbz	w0, #0xffffff80086e4db0
0xffffff80086e4da0: sxtw	x19, w0
0xffffff80086e4da4: b	#0xffffff80086e4dbc
0xffffff80086e4da8: mov	x19, #-0x13
0xffffff80086e4dac: b	#0xffffff80086e4dbc
0xffffff80086e4db0: ldr	x1, [sp]
0xffffff80086e4db4: add	x0, x20, #0x700
0xffffff80086e4db8: bl	#0xffffff80086e89e8
0xffffff80086e4dbc: adrp	x9, #0xffffff80096d3000
0xffffff80086e4dc0: ldr	x8, [sp, #8]
0xffffff80086e4dc4: ldr	x9, [x9, #0xa48]
0xffffff80086e4dc8: cmp	x9, x8
0xffffff80086e4dcc: b.ne	#0xffffff80086e4de4
0xffffff80086e4dd0: mov	x0, x19
0xffffff80086e4dd4: ldp	x29, x30, [sp, #0x20]
0xffffff80086e4dd8: ldp	x20, x19, [sp, #0x10]
0xffffff80086e4ddc: add	sp, sp, #0x30
0xffffff80086e4de0: ret	
0xffffff80086e4de4: bl	#0xffffff80080a3ba4
0xffffff80086e4de8: ldr	x8, [x0, #0xa0]
0xffffff80086e4dec: cbz	x8, #0xffffff80086e4e20
0xffffff80086e4df0: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4df4: ldr	x3, [x8, #0x710]
0xffffff80086e4df8: adrp	x8, #0xffffff8008f28000
0xffffff80086e4dfc: add	x8, x8, #0x730
0xffffff80086e4e00: mov	w1, #0x1000
0xffffff80086e4e04: mov	x0, x2
0xffffff80086e4e08: mov	x2, x8
0xffffff80086e4e0c: mov	x29, sp
0xffffff80086e4e10: bl	#0xffffff80083b2570
0xffffff80086e4e14: sxtw	x0, w0
0xffffff80086e4e18: ldp	x29, x30, [sp], #0x10
0xffffff80086e4e1c: ret	
0xffffff80086e4e20: mov	x0, #-0x13
0xffffff80086e4e24: ret	
0xffffff80086e4e28: sub	sp, sp, #0x30
0xffffff80086e4e2c: adrp	x8, #0xffffff80096d3000
0xffffff80086e4e30: ldr	x8, [x8, #0xa48]
0xffffff80086e4e34: stp	x20, x19, [sp, #0x10]
0xffffff80086e4e38: stp	x29, x30, [sp, #0x20]
0xffffff80086e4e3c: mov	x19, x3
0xffffff80086e4e40: str	x8, [sp, #8]
0xffffff80086e4e44: ldr	x20, [x0, #0xa0]
0xffffff80086e4e48: mov	x8, x2
0xffffff80086e4e4c: add	x29, sp, #0x20
0xffffff80086e4e50: cbz	x20, #0xffffff80086e4e70
0xffffff80086e4e54: mov	x2, sp
0xffffff80086e4e58: mov	x0, x8
0xffffff80086e4e5c: mov	w1, wzr
0xffffff80086e4e60: bl	#0xffffff80083c2698
0xffffff80086e4e64: cbz	w0, #0xffffff80086e4e78
0xffffff80086e4e68: mov	x19, #-0x16
0xffffff80086e4e6c: b	#0xffffff80086e4e84
0xffffff80086e4e70: mov	x19, #-0x13
0xffffff80086e4e74: b	#0xffffff80086e4e84
0xffffff80086e4e78: ldr	x1, [sp]
0xffffff80086e4e7c: add	x0, x20, #0x700
0xffffff80086e4e80: bl	#0xffffff80086e8b38
0xffffff80086e4e84: adrp	x9, #0xffffff80096d3000
0xffffff80086e4e88: ldr	x8, [sp, #8]
0xffffff80086e4e8c: ldr	x9, [x9, #0xa48]
0xffffff80086e4e90: cmp	x9, x8
0xffffff80086e4e94: b.ne	#0xffffff80086e4eac
0xffffff80086e4e98: mov	x0, x19
0xffffff80086e4e9c: ldp	x29, x30, [sp, #0x20]
0xffffff80086e4ea0: ldp	x20, x19, [sp, #0x10]
0xffffff80086e4ea4: add	sp, sp, #0x30
0xffffff80086e4ea8: ret	
0xffffff80086e4eac: bl	#0xffffff80080a3ba4
0xffffff80086e4eb0: ldr	x8, [x0, #0xa0]
0xffffff80086e4eb4: cbz	x8, #0xffffff80086e4ee8
0xffffff80086e4eb8: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4ebc: ldr	w3, [x8, #0x1da4]
0xffffff80086e4ec0: adrp	x8, #0xffffff80090bf000
0xffffff80086e4ec4: add	x8, x8, #0xe20
0xffffff80086e4ec8: mov	w1, #0x1000
0xffffff80086e4ecc: mov	x0, x2
0xffffff80086e4ed0: mov	x2, x8
0xffffff80086e4ed4: mov	x29, sp
0xffffff80086e4ed8: bl	#0xffffff80083b2570
0xffffff80086e4edc: sxtw	x0, w0
0xffffff80086e4ee0: ldp	x29, x30, [sp], #0x10
0xffffff80086e4ee4: ret	
0xffffff80086e4ee8: mov	x0, #-0x13
0xffffff80086e4eec: ret	
0xffffff80086e4ef0: sub	sp, sp, #0x60
0xffffff80086e4ef4: adrp	x8, #0xffffff80096d3000
0xffffff80086e4ef8: ldr	x8, [x8, #0xa48]
0xffffff80086e4efc: str	x25, [sp, #0x10]
0xffffff80086e4f00: stp	x24, x23, [sp, #0x20]
0xffffff80086e4f04: stp	x22, x21, [sp, #0x30]
0xffffff80086e4f08: stp	x20, x19, [sp, #0x40]
0xffffff80086e4f0c: stp	x29, x30, [sp, #0x50]
0xffffff80086e4f10: str	x8, [sp, #8]
0xffffff80086e4f14: ldr	x23, [x0, #0xa0]
0xffffff80086e4f18: mov	x19, x3
0xffffff80086e4f1c: mov	x8, x2
0xffffff80086e4f20: add	x29, sp, #0x50
0xffffff80086e4f24: cbz	x23, #0xffffff80086e4fec
0xffffff80086e4f28: add	x2, sp, #4
0xffffff80086e4f2c: mov	x0, x8
0xffffff80086e4f30: mov	w1, wzr
0xffffff80086e4f34: bl	#0xffffff80083c2ae4
0xffffff80086e4f38: cbnz	w0, #0xffffff80086e4ff4
0xffffff80086e4f3c: ldr	w8, [sp, #4]
0xffffff80086e4f40: cmp	w8, #2
0xffffff80086e4f44: b.hs	#0xffffff80086e4ff4
0xffffff80086e4f48: ldr	w9, [x23, #0x1da4]
0xffffff80086e4f4c: cmp	w8, w9
0xffffff80086e4f50: b.eq	#0xffffff80086e5008
0xffffff80086e4f54: mov	w8, #0x1b18
0xffffff80086e4f58: add	x20, x23, x8
0xffffff80086e4f5c: mov	x0, x20
0xffffff80086e4f60: bl	#0xffffff8008ca8158
0xffffff80086e4f64: mov	w8, #0x1d70
0xffffff80086e4f68: add	x21, x23, x8
0xffffff80086e4f6c: mov	x0, x21
0xffffff80086e4f70: bl	#0xffffff8008cab270
0xffffff80086e4f74: ldr	x24, [x23, #0x1b08]
0xffffff80086e4f78: ldr	w8, [sp, #4]
0xffffff80086e4f7c: mov	w9, #0x1b08
0xffffff80086e4f80: add	x25, x23, x9
0xffffff80086e4f84: mov	x22, x0
0xffffff80086e4f88: cmp	x24, x25
0xffffff80086e4f8c: str	w8, [x23, #0x1da4]
0xffffff80086e4f90: b.eq	#0xffffff80086e4fa8
0xffffff80086e4f94: ldr	x0, [x24, #0x10]
0xffffff80086e4f98: bl	#0xffffff80086d0fa4
0xffffff80086e4f9c: ldr	x24, [x24]
0xffffff80086e4fa0: cmp	x24, x25
0xffffff80086e4fa4: b.ne	#0xffffff80086e4f94
0xffffff80086e4fa8: mov	x0, x21
0xffffff80086e4fac: mov	x1, x22
0xffffff80086e4fb0: bl	#0xffffff8008cab44c
0xffffff80086e4fb4: mov	x0, x20
0xffffff80086e4fb8: bl	#0xffffff8008ca83d0
0xffffff80086e4fbc: adrp	x8, #0xffffff8009837000
0xffffff80086e4fc0: add	x8, x8, #0xe78
0xffffff80086e4fc4: ldrb	w8, [x8, #0x22]
0xffffff80086e4fc8: tbz	w8, #2, #0xffffff80086e5008
0xffffff80086e4fcc: ldr	x1, [x23, #0x20]
0xffffff80086e4fd0: ldr	w3, [sp, #4]
0xffffff80086e4fd4: adrp	x0, #0xffffff8009837000
0xffffff80086e4fd8: adrp	x2, #0xffffff8008fcf000
0xffffff80086e4fdc: add	x0, x0, #0xe78
0xffffff80086e4fe0: add	x2, x2, #0x861
0xffffff80086e4fe4: bl	#0xffffff80083d5eec
0xffffff80086e4fe8: b	#0xffffff80086e5008
0xffffff80086e4fec: mov	x19, #-0x13
0xffffff80086e4ff0: b	#0xffffff80086e5008
0xffffff80086e4ff4: ldr	x0, [x23, #0x20]
0xffffff80086e4ff8: adrp	x1, #0xffffff8008fcf000
0xffffff80086e4ffc: add	x1, x1, #0x7e8
0xffffff80086e5000: bl	#0xffffff80084332ac
0xffffff80086e5004: mov	x19, #-0x16
0xffffff80086e5008: adrp	x9, #0xffffff80096d3000
0xffffff80086e500c: ldr	x8, [sp, #8]
0xffffff80086e5010: ldr	x9, [x9, #0xa48]
0xffffff80086e5014: cmp	x9, x8
0xffffff80086e5018: b.ne	#0xffffff80086e503c
0xffffff80086e501c: mov	x0, x19
0xffffff80086e5020: ldp	x29, x30, [sp, #0x50]
0xffffff80086e5024: ldp	x20, x19, [sp, #0x40]
0xffffff80086e5028: ldp	x22, x21, [sp, #0x30]
0xffffff80086e502c: ldp	x24, x23, [sp, #0x20]
0xffffff80086e5030: ldr	x25, [sp, #0x10]
0xffffff80086e5034: add	sp, sp, #0x60
0xffffff80086e5038: ret	
0xffffff80086e503c: bl	#0xffffff80080a3ba4
0xffffff80086e5040: ldr	x0, [x0, #0xa0]
0xffffff80086e5044: cbz	x0, #0xffffff80086e5060
0xffffff80086e5048: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e504c: mov	x29, sp
0xffffff80086e5050: bl	#0xffffff80086d6930
0xffffff80086e5054: mov	w0, wzr
0xffffff80086e5058: ldp	x29, x30, [sp], #0x10
0xffffff80086e505c: ret	
0xffffff80086e5060: mov	w0, #-0x13
0xffffff80086e5064: ret	
0xffffff80086e5068: ldr	x0, [x0, #0xa0]
0xffffff80086e506c: cbz	x0, #0xffffff80086e5088
0xffffff80086e5070: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e5074: mov	x29, sp
0xffffff80086e5078: bl	#0xffffff80086d69f4
0xffffff80086e507c: mov	w0, wzr
0xffffff80086e5080: ldp	x29, x30, [sp], #0x10
0xffffff80086e5084: ret	
0xffffff80086e5088: mov	w0, #-0x13
0xffffff80086e508c: ret	
0xffffff80086e5090: str	x19, [sp, #-0x20]!
0xffffff80086e5094: stp	x29, x30, [sp, #0x10]
0xffffff80086e5098: mov	x19, x0
0xffffff80086e509c: ldr	x0, [x19, #0xa0]
0xffffff80086e50a0: add	x29, sp, #0x10
0xffffff80086e50a4: cbz	x0, #0xffffff80086e50cc
0xffffff80086e50a8: ldr	x8, [x0, #0x3a0]
0xffffff80086e50ac: cbz	x8, #0xffffff80086e50c4
0xffffff80086e50b0: blr	x8
0xffffff80086e50b4: adrp	x8, #0xffffff8009837000
0xffffff80086e50b8: add	x8, x8, #0xea0
0xffffff80086e50bc: ldrb	w8, [x8, #0x22]
0xffffff80086e50c0: tbnz	w8, #2, #0xffffff80086e50dc
0xffffff80086e50c4: mov	w0, wzr
0xffffff80086e50c8: b	#0xffffff80086e50d0
0xffffff80086e50cc: mov	w0, #-0x13
0xffffff80086e50d0: ldp	x29, x30, [sp, #0x10]
0xffffff80086e50d4: ldr	x19, [sp], #0x20
0xffffff80086e50d8: ret	
0xffffff80086e50dc: adrp	x0, #0xffffff8009837000
0xffffff80086e50e0: adrp	x2, #0xffffff8008fcf000
0xffffff80086e50e4: add	x0, x0, #0xea0
0xffffff80086e50e8: add	x2, x2, #0x8de
0xffffff80086e50ec: mov	x1, x19
0xffffff80086e50f0: bl	#0xffffff80083d5eec
0xffffff80086e50f4: b	#0xffffff80086e50c4
0xffffff80086e50f8: stp	x20, x19, [sp, #-0x20]!
0xffffff80086e50fc: stp	x29, x30, [sp, #0x10]
0xffffff80086e5100: mov	x19, x0
0xffffff80086e5104: ldr	x0, [x19, #0xa0]
0xffffff80086e5108: add	x29, sp, #0x10
0xffffff80086e510c: cbz	x0, #0xffffff80086e514c
0xffffff80086e5110: ldr	x8, [x0, #0x398]
0xffffff80086e5114: cbz	x8, #0xffffff80086e5154
0xffffff80086e5118: blr	x8
0xffffff80086e511c: adrp	x8, #0xffffff8009837000
0xffffff80086e5120: add	x8, x8, #0xec8
0xffffff80086e5124: ldrb	w8, [x8, #0x22]
0xffffff80086e5128: mov	w20, w0
0xffffff80086e512c: tbz	w8, #2, #0xffffff80086e5158
0xffffff80086e5130: adrp	x0, #0xffffff8009837000
0xffffff80086e5134: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5138: add	x0, x0, #0xec8
0xffffff80086e513c: add	x2, x2, #0x90b
0xffffff80086e5140: mov	x1, x19
0xffffff80086e5144: bl	#0xffffff80083d5eec
0xffffff80086e5148: b	#0xffffff80086e5158
0xffffff80086e514c: mov	w20, #-0x13
0xffffff80086e5150: b	#0xffffff80086e5158
0xffffff80086e5154: mov	w20, wzr
0xffffff80086e5158: ldp	x29, x30, [sp, #0x10]
0xffffff80086e515c: mov	w0, w20
0xffffff80086e5160: ldp	x20, x19, [sp], #0x20
0xffffff80086e5164: ret	
0xffffff80086e5168: ldr	x0, [x0, #0xa0]
0xffffff80086e516c: cbz	x0, #0xffffff80086e518c
0xffffff80086e5170: ldr	x8, [x0, #0x3a8]
0xffffff80086e5174: cbz	x8, #0xffffff80086e5194
0xffffff80086e5178: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e517c: mov	x29, sp
0xffffff80086e5180: blr	x8
0xffffff80086e5184: ldp	x29, x30, [sp], #0x10
0xffffff80086e5188: ret	
0xffffff80086e518c: mov	w0, #-0x13
0xffffff80086e5190: ret	
0xffffff80086e5194: mov	w0, wzr
0xffffff80086e5198: ret	
0xffffff80086e519c: sub	sp, sp, #0xd0
0xffffff80086e51a0: adrp	x8, #0xffffff80096d3000
0xffffff80086e51a4: ldr	x8, [x8, #0xa48]
